title,budget,budget_squared,revenue,runtime,vote_average,year,main_genre
The Spanish Apartment,5300000,28090000000000,3897799,122.0,7.0,2002,Drama
Song One,6000000,36000000000000,32251,86.0,5.5,2014,Drama
Winter in Wartime,4000000,16000000000000,530048,103.0,6.8,2008,Drama
The Train,5800000,33640000000000,6800000,133.0,7.2,1964,Action
The Protector,6000000,36000000000000,27165581,108.0,6.8,2005,Action
Bend It Like Beckham,3500159,12251113025281,76578641,112.0,6.2,2002,Comedy
Crossover,5800000,33640000000000,7000000,95.0,4.2,2006,Action
[REC]²,5600000,31360000000000,18469680,85.0,6.4,2009,Thriller
The Sting,5500000,30250000000000,159616327,129.0,7.9,1973,Comedy
Chariots of Fire,5500000,30250000000000,58972904,123.0,6.8,1981,Drama
High Plains Drifter,5500000,30250000000000,15700000,105.0,7.4,1973,Western
Galaxina,5500000,30250000000000,4865000,95.0,3.3,1980,Comedy
Mambo Italiano,4361898,19026154162404,3031801,92.0,5.6,2003,Comedy
Wonderland,5000000,25000000000000,2466444,104.0,6.2,2003,Crime
Do the Right Thing,6500000,42250000000000,37295445,120.0,7.6,1989,Drama
Rang De Basanti,2200000,4840000000000,11502151,157.0,7.2,2006,Drama
Miss Julie,5500000,30250000000000,5000000,120.0,5.9,2014,Drama
Saw II,4000000,16000000000000,152925093,92.0,6.3,2005,Horror
10 Cloverfield Lane,15000000,225000000000000,108286421,103.0,6.8,2016,Thriller
Jackass: The Movie,5000000,25000000000000,64282312,87.0,6.1,2002,Documentary
Lights Out,4900000,24010000000000,44107032,81.0,6.3,2016,Horror
Paranormal Activity 3,5000000,25000000000000,205703818,83.0,5.9,2011,Horror
Ouija,5000000,25000000000000,103590271,89.0,4.9,2014,Horror
A Nightmare on Elm Street 3: Dream Warriors,5000000,25000000000000,44793222,96.0,6.5,1987,Horror
Instructions Not Included,5500000,30250000000000,99067206,115.0,7.5,2013,Comedy
Paranormal Activity 4,5000000,25000000000000,142817992,95.0,5.2,2012,Horror
The Robe,4100000,16810000000000,36000000,135.0,6.4,1953,Drama
The Return of the Pink Panther,5000000,25000000000000,41833347,113.0,6.7,1975,Comedy
Freddy's Dead: The Final Nightmare,11000000,121000000000000,34872033,89.0,5.1,1991,Horror
Monster,8000000,64000000000000,60378584,110.0,7.0,2003,Crime
"20,000 Leagues Under the Sea",5000000,25000000000000,28200000,127.0,6.8,1954,Adventure
Paranormal Activity: The Marked Ones,5000000,25000000000000,86362372,84.0,5.2,2014,Horror
The Elephant Man,5000000,25000000000000,26010864,124.0,7.9,1980,Drama
Dallas Buyers Club,5000000,25000000000000,55198285,117.0,7.9,2013,Drama
The Lazarus Effect,3300000,10890000000000,64110728,83.0,5.1,2015,Thriller
Memento,9000000,81000000000000,39723096,113.0,8.1,2000,Mystery
Oculus,5000000,25000000000000,44030246,104.0,6.3,2013,Horror
Clerks II,5000000,25000000000000,26888376,97.0,6.9,2006,Comedy
Billy Elliot,5000000,25000000000000,110000000,110.0,7.4,2000,Drama
The Way Way Back,4600000,21160000000000,23198652,103.0,7.1,2013,Comedy
The Man from Snowy River,3500000,12250000000000,20659423,104.0,6.8,1982,Family
Our Idiot Brother,10000000,100000000000000,17273593,90.0,5.9,2011,Comedy
Race,5000000,25000000000000,24804129,134.0,7.1,2016,Action
"As Above, So Below",5000000,25000000000000,40100000,93.0,6.1,2014,Horror
Still Alice,5000000,25000000000000,43884652,99.0,7.5,2014,Drama
The Egyptian,5000000,25000000000000,15000000,139.0,6.0,1954,History
Nighthawks,5000000,25000000000000,19905359,99.0,6.4,1981,Action
Friday the 13th Part VIII: Jason Takes Manhattan,5000000,25000000000000,14000000,100.0,4.8,1989,Horror
My Big Fat Greek Wedding,5000000,25000000000000,368744044,95.0,6.2,2002,Comedy
Spring Breakers,5000000,25000000000000,31724284,94.0,5.0,2013,Drama
Halloween: The Curse of Michael Myers,5000000,25000000000000,15116634,88.0,5.0,1995,Horror
Y Tu Mamá También,5000000,25000000000000,33616692,106.0,7.3,2001,Drama
Shaun of the Dead,4000000,16000000000000,30039392,99.0,7.5,2004,Horror
Lone Star,5000000,25000000000000,13269963,135.0,6.9,1996,Drama
Halloween 4: The Return of Michael Myers,5000000,25000000000000,17768757,88.0,5.9,1988,Horror
Lone Wolf McQuade,5000000,25000000000000,12232628,107.0,5.5,1983,Action
Apollo 18,5000000,25000000000000,25562924,86.0,5.0,2011,Horror
Sunshine Cleaning,5000000,25000000000000,16174377,102.0,6.5,2008,Comedy
No Escape,5000000,25000000000000,54418872,103.0,6.7,2015,Action
Solomon and Sheba,5000000,25000000000000,12200000,139.0,5.4,1959,Drama
Fifty Shades of Black,20000000,400000000000000,21164799,92.0,4.3,2016,Romance
A Farewell to Arms,4,16,25,89.0,6.2,1932,Drama
The Barbarian Invasions,8000000,64000000000000,3432342,99.0,6.7,2003,Comedy
Force 10 from Navarone,5000000,25000000000000,7230000,118.0,6.4,1978,Action
Once Upon a Time in the West,5000000,25000000000000,5321508,175.0,8.1,1968,Western
Made,5000000,25000000000000,5476060,94.0,6.3,2001,Action
Moon,5000000,25000000000000,9760104,97.0,7.6,2009,Science Fiction
Sea Rex 3D: Journey to a Prehistoric World,5000000,25000000000000,4074023,41.0,5.9,2010,Documentary
The Sweet Hereafter,5000000,25000000000000,3263585,112.0,6.8,1997,Drama
Of Gods and Men,4000000,16000000000000,41424067,120.0,6.5,2010,Drama
Bottle Shock,5000000,25000000000000,4040588,110.0,6.6,2008,Comedy
Heavenly Creatures,5000000,25000000000000,3049135,99.0,7.0,1994,Drama
90 Minutes in Heaven,5000000,25000000000000,4842699,121.0,5.4,2015,Drama
Everything Must Go,5000000,25000000000000,2614773,97.0,6.0,2010,Comedy
Zero Effect,5000000,25000000000000,1980338,116.0,6.0,1998,Comedy
The Machinist,5000000,25000000000000,8203235,101.0,7.3,2004,Thriller
Kill the Messenger,5000000,25000000000000,2450846,112.0,6.6,2014,Thriller
Rabbit Hole,5000000,25000000000000,5129058,91.0,6.9,2010,Drama
Party Monster,5000000,25000000000000,742898,98.0,5.9,2003,Comedy
Green Room,5000000,25000000000000,3220371,95.0,6.7,2016,Horror
Atlas Shrugged Part III: Who is John Galt?,5000000,25000000000000,846704,99.0,3.9,2014,Drama
Bottle Rocket,7000000,49000000000000,560069,91.0,6.8,1996,Comedy
Tucker and Dale vs Evil,5000000,25000000000000,5476793,89.0,7.3,2010,Comedy
The Visit,5000000,25000000000000,98450062,94.0,6.0,2015,Horror
Redacted,5000000,25000000000000,782102,90.0,6.2,2007,Drama
Soul Kitchen,5000000,25000000000000,17872796,99.0,7.1,2009,Drama
Sling Blade,1000000,1000000000000,24475416,135.0,7.4,1996,Drama
The Awakening,4798235,23023059115225,209696,107.0,6.3,2011,Horror
Hostel,4800000,23040000000000,80578934,94.0,5.7,2005,Horror
Take Shelter,5000000,25000000000000,3099314,120.0,7.1,2011,Thriller
The Texas Chainsaw Massacre 2,4700000,22090000000000,8025872,101.0,5.9,1986,Horror
Pat Garrett & Billy the Kid,4638783,21518307721089,11000000,106.0,7.2,1973,Western
Only God Forgives,4800000,23040000000000,10337387,90.0,5.6,2013,Drama
Police Academy,4500000,20250000000000,146198896,96.0,6.5,1984,Comedy
The Blue Lagoon,4500000,20250000000000,58853106,104.0,5.8,1980,Romance
Four Weddings and a Funeral,6000000,36000000000000,254700832,117.0,6.6,1994,Comedy
Fast Times at Ridgemont High,4500000,20250000000000,27092880,90.0,7.0,1982,Comedy
Moby Dick,4500000,20250000000000,10400000,116.0,6.9,1956,Adventure
25th Hour,15000000,225000000000000,13060843,135.0,7.2,2002,Crime
Bound,4500000,20250000000000,7011317,108.0,6.9,1996,Crime
Requiem for a Dream,4500000,20250000000000,7390108,102.0,7.9,2000,Crime
Moms' Night Out,5000000,25000000000000,10429707,98.0,5.5,2014,Comedy
Donnie Darko,6000000,36000000000000,1270522,113.0,7.7,2001,Fantasy
Life During Wartime,4500000,20250000000000,744816,97.0,6.3,2009,Comedy
After.Life,4500000,20250000000000,3606395,104.0,5.4,2010,Drama
One Flew Over the Cuckoo's Nest,3000000,9000000000000,108981275,133.0,8.2,1975,Drama
Airlift,4500000,20250000000000,32000000,126.0,7.3,2016,Thriller
The Sweeney,3730500,13916630250000,6294161,112.0,5.7,2012,Action
Whale Rider,8000000,64000000000000,41400000,101.0,7.1,2003,Drama
Night Watch,4200000,17640000000000,32000000,114.0,6.3,2004,Fantasy
The Crying Game,3705538,13731011869444,62548947,112.0,6.9,1992,Romance
Porky's,4000000,16000000000000,125728258,94.0,6.1,1981,Comedy
Night of the Living Dead,114000,12996000000,30000000,96.0,7.5,1968,Horror
Lost in Translation,4000000,16000000000000,119723856,102.0,7.3,2003,Drama
Annie Hall,4000000,16000000000000,38251425,93.0,7.8,1977,Comedy
The Greatest Show on Earth,4000000,16000000000000,36000000,152.0,6.6,1952,Action
Monster's Ball,4000000,16000000000000,44909486,111.0,6.5,2001,Drama
Maggie,4000000,16000000000000,187112,95.0,5.2,2015,Horror
Leaving Las Vegas,3600000,12960000000000,49800000,112.0,7.1,1995,Drama
The Boy Next Door,4000000,16000000000000,52425855,91.0,4.1,2015,Thriller
Trapeze,4000000,16000000000000,14400000,105.0,6.4,1956,Drama
The Kids Are All Right,3500000,12250000000000,34705850,106.0,6.5,2010,Comedy
They Live,4000000,16000000000000,13008928,94.0,7.1,1988,Action
The Great Escape,4000000,16000000000000,11744471,172.0,7.8,1963,Adventure
The Last Exorcism Part II,5000000,25000000000000,15179302,88.0,4.4,2013,Horror
Boyhood,4000000,16000000000000,44349000,164.0,7.5,2014,Drama
Scoop,4000000,16000000000000,31584901,96.0,6.4,2006,Comedy
The Wash,7000000,49000000000000,10229331,93.0,5.3,2001,Action
3 Strikes,6000000,36000000000000,9000000,82.0,5.9,2000,Action
The Misfits,4000000,16000000000000,8200000,124.0,6.8,1961,Drama
Topaz,4000000,16000000000000,6000000,143.0,6.1,1969,Action
Let's Go to Prison,4000000,16000000000000,4630045,84.0,5.5,2006,Comedy
Four Rooms,4000000,16000000000000,4300000,98.0,6.5,1995,Crime
Secretary,4000000,16000000000000,9304609,104.0,6.7,2002,Comedy
Talk Radio,4000000,16000000000000,3468572,110.0,6.7,1988,Drama
You Kill Me,4000000,16000000000000,2426851,90.0,6.2,2007,Comedy
Red State,4000000,16000000000000,1104682,88.0,5.9,2011,Horror
Mirrormask,4000000,16000000000000,866999,101.0,6.6,2005,Fantasy
Joe,4000000,16000000000000,2365467,118.0,6.5,2014,Drama
Shooting Fish,3000000,9000000000000,302204,109.0,7.0,1997,Crime
Prison,1300000,1690000000000,354704,102.0,6.7,1988,Crime
Trust,9500000,90250000000000,120000,104.0,6.6,2010,Crime
Adore,16000000,256000000000000,318982,100.0,6.1,2013,Drama
Mondays in the Sun,4000000,16000000000000,146402,113.0,7.1,2002,Drama
Stake Land,650000,422500000000,33245,98.0,6.2,2010,Drama
Another Happy Day,4000000,16000000000000,355688,119.0,6.2,2011,Comedy
A Lonely Place to Die,4000000,16000000000000,25345000,99.0,6.2,2011,Adventure
Hell's Angels,3950000,15602500000000,8000000,127.0,6.1,1930,Action
A Man for All Seasons,3900000,15210000000000,28350000,120.0,7.5,1966,Drama
Network,3800000,14440000000000,23689877,121.0,7.7,1976,Drama
Gone with the Wind,4000000,16000000000000,400176459,238.0,7.7,1939,Drama
Major Dundee,3800000,14440000000000,14873,123.0,6.2,1965,War
Annie Get Your Gun,3768785,14203740376225,8000000,107.0,7.3,1950,Action
Four Lions,967686,936416194596,4270000,101.0,7.0,2010,Comedy
Defendor,3500000,12250000000000,44462,101.0,6.5,2009,Drama
The Pirate,3700000,13690000000000,2956000,102.0,6.6,1948,Music
The History Boys,4000000,16000000000000,13401952,109.0,6.6,2006,Comedy
Midnight Cowboy,3600000,12960000000000,44785053,113.0,7.4,1969,Drama
The Full Monty,3500000,12250000000000,257850122,91.0,6.8,1997,Comedy
Airplane!,3500000,12250000000000,83453539,88.0,7.1,1980,Comedy
Friday,3500000,12250000000000,28215918,91.0,7.0,1995,Comedy
Menace II Society,3500000,12250000000000,27900000,97.0,7.2,1993,Drama
Creepshow 2,3500000,12250000000000,14000000,92.0,5.9,1987,Horror
The Ballad of Cable Hogue,3716946,13815687566916,5000000,121.0,6.9,1970,Action
In Cold Blood,3500000,12250000000000,13007551,134.0,7.4,1967,Crime
The Nun's Story,3500000,12250000000000,12800000,149.0,7.4,1959,Drama
Harper,3500000,12250000000000,12000000,121.0,6.2,1966,Action
Frenzy,3500000,12250000000000,12600000,116.0,7.1,1972,Crime
The Witch,3500000,12250000000000,40423945,92.0,6.3,2016,Mystery
She's the One,3500000,12250000000000,9482579,96.0,5.7,1996,Comedy
Gods and Monsters,10000000,100000000000000,6451628,105.0,6.8,1998,Drama
The Secret in Their Eyes,2000000,4000000000000,33965843,129.0,7.8,2009,Crime
Evil Dead II,3600000,12960000000000,5923044,84.0,7.6,1987,Horror
Troll Hunter,3500000,12250000000000,4159678,103.0,6.7,2010,Fantasy
Winter Passing,3500000,12250000000000,113783,98.0,6.7,2006,Comedy
High Anxiety,3400000,11560000000000,31063038,94.0,6.5,1977,Comedy
March of the Penguins,8000000,64000000000000,127392239,80.0,6.9,2005,Documentary
Margin Call,3500000,12250000000000,19504039,107.0,6.7,2011,Thriller
Choke,3000000,9000000000000,3830137,92.0,6.0,2008,Comedy
Whiplash,3300000,10890000000000,13092000,105.0,8.3,2014,Drama
City of God,3300000,10890000000000,30641770,130.0,8.1,2002,Drama
Human Traffic,600000,360000000000,4000000,99.0,6.8,1999,Comedy
The Hunt,3800000,14440000000000,16800000,115.0,7.9,2012,Drama
The Opposite Sex,3300000,10890000000000,45000,96.0,4.1,2014,Comedy
Dreaming of Joseph Lees,2000000,4000000000000,7,92.0,8.0,1999,Romance
Rosemary's Baby,3200000,10240000000000,33395426,136.0,7.5,1968,Horror
The Man Who Shot Liberty Valance,3200000,10240000000000,8000000,123.0,7.4,1962,Western
Beginners,3200000,10240000000000,5332926,105.0,6.8,2010,Drama
Animal House,2700000,7290000000000,141000000,109.0,7.0,1978,Comedy
Goldfinger,2500000,6250000000000,124881062,110.0,7.2,1964,Adventure
It's a Wonderful Life,3180000,10112400000000,9644124,130.0,8.0,1946,Drama
Trainspotting,4000000,16000000000000,16491080,93.0,7.8,1996,Drama
Paranormal Activity 2,3000000,9000000000000,177512032,91.0,5.7,2010,Horror
Bowling for Columbine,4000000,16000000000000,35564473,120.0,7.3,2002,Documentary
A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000,9000000000000,29999213,87.0,5.7,1985,Horror
A Room with a View,3000000,9000000000000,20966644,117.0,6.9,1985,Drama
The Purge,3000000,9000000000000,89328627,86.0,6.0,2013,Science Fiction
Sinister,3000000,9000000000000,77712439,110.0,6.7,2012,Horror
Martin Lawrence Live: Runteldat,3000000,9000000000000,19184015,113.0,5.0,2002,Comedy
Cat on a Hot Tin Roof,3000000,9000000000000,17570324,108.0,7.6,1958,Drama
Beneath the Planet of the Apes,3000000,9000000000000,18999718,95.0,6.2,1970,Adventure
Air Bud,3000000,9000000000000,23144499,98.0,5.3,1997,Comedy
Pokémon: Spell of the Unknown,16000000,256000000000000,68411275,93.0,5.9,2000,Adventure
Friday the 13th Part VI: Jason Lives,3000000,9000000000000,19472057,86.0,5.7,1986,Horror
The Bridge on the River Kwai,3000000,9000000000000,33300000,161.0,7.7,1957,Drama
Spaced Invaders,3000000,9000000000000,15369573,100.0,4.7,1990,Comedy
Family Plot,2000000,4000000000000,7900000,121.0,6.7,1976,Comedy
The Apartment,3000000,9000000000000,25000000,125.0,8.1,1960,Comedy
Jason Goes to Hell: The Final Friday,3000000,9000000000000,15938065,87.0,4.2,1993,Fantasy
Torn Curtain,3000000,9000000000000,13000000,128.0,6.4,1966,Mystery
Dave Chappelle's Block Party,3000000,9000000000000,11718595,100.0,6.4,2005,Comedy
Elmer Gantry,3000000,9000000000000,10400000,146.0,7.3,1960,Drama
Judgment at Nuremberg,3000000,9000000000000,10000000,186.0,7.6,1961,Drama
Red River,3000000,9000000000000,9012000,133.0,7.3,1948,Western
Before Midnight,3000000,9000000000000,11176469,108.0,7.4,2013,Romance
Phantasm II,3000000,9000000000000,7282851,97.0,6.3,1988,Action
Woman Thou Art Loosed,3000000,9000000000000,6804016,94.0,5.0,2004,Drama
East Is East,3800000,14440000000000,28200000,97.0,6.5,1999,Comedy
Kama Sutra - A Tale of Love,3000000,9000000000000,4109095,117.0,5.7,1996,Drama
Willy Wonka & the Chocolate Factory,3000000,9000000000000,4000000,100.0,7.4,1971,Family
Jawbreaker,3000000,9000000000000,3076820,87.0,5.9,1999,Comedy
Basquiat,2962051,8773746126601,3011195,108.0,6.6,1996,Drama
Tsotsi,3000000,9000000000000,9879971,94.0,6.9,2005,Crime
Happiness,3000000,9000000000000,2807390,139.0,7.4,1998,Comedy
Tusk,2800000,7840000000000,1826705,102.0,5.1,2014,Comedy
Oldboy,3000000,9000000000000,14980005,120.0,8.0,2003,Drama
Hobo with a Shotgun,3000000,9000000000000,748453,86.0,5.7,2011,Action
Fish Tank,3000000,9000000000000,2357852,123.0,6.9,2009,Drama
Bachelorette,3000000,9000000000000,11947954,87.0,5.3,2012,Comedy
The Divide,3000000,9000000000000,22000,112.0,5.7,2011,Science Fiction
Demonic,3000000,9000000000000,3387000,83.0,4.9,2015,Thriller
Point Blank,2500000,6250000000000,3200000,92.0,7.1,1967,Action
Central Station,2900000,8410000000000,5596708,113.0,7.6,1998,Drama
Pocketful of Miracles,2900000,8410000000000,5000000,136.0,7.3,1961,Comedy
Freakonomics,3000000,9000000000000,103735,93.0,6.6,2010,Documentary
Hustle & Flow,8000000,64000000000000,23563727,116.0,6.9,2005,Drama
Some Like It Hot,2883848,8316579287104,25000000,122.0,8.0,1959,Comedy
Friday the 13th Part VII: The New Blood,2800000,7840000000000,19170001,88.0,5.3,1988,Horror
The Wizard of Oz,2777000,7711729000000,33754967,102.0,7.4,1939,Adventure
Young Frankenstein,2800000,7840000000000,86273333,106.0,7.7,1974,Comedy
Diary of the Dead,2000000,4000000000000,5364858,95.0,5.4,2007,Horror
The Black Stallion,2700000,7290000000000,37799643,118.0,7.0,1979,Adventure
Donovan's Reef,2686000,7214596000000,6600000,109.0,6.0,1963,Adventure
A Guy Named Joe,2627000,6901129000000,5363000,120.0,6.0,1944,Drama
Blazing Saddles,2600000,6760000000000,119500000,93.0,7.2,1974,Western
Friday the 13th: The Final Chapter,2600000,6760000000000,32980880,91.0,5.9,1984,Horror
Ida,2159280,4662490118400,10700000,80.0,7.1,2013,Drama
Riding Giants,2600000,6760000000000,3166000,105.0,7.6,2004,Documentary
Timecrimes,2600000,6760000000000,553198,92.0,7.0,2007,Science Fiction
Singin' in the Rain,2540800,6455664640000,7200000,103.0,7.8,1952,Comedy
A Haunted House,2500000,6250000000000,60141683,86.0,5.4,2013,Comedy
2016: Obama's America,2500000,6250000000000,33400000,87.0,4.6,2012,Documentary
Halloween III: Season of the Witch,2500000,6250000000000,14400000,98.0,5.0,1982,Horror
Escape from the Planet of the Apes,2500000,6250000000000,12348905,98.0,6.3,1971,Action
Hud,2500000,6250000000000,10000000,112.0,7.5,1963,Action
Garden State,2500000,6250000000000,26781723,102.0,7.1,2004,Comedy
Before Sunrise,2500000,6250000000000,5535405,105.0,7.7,1995,Drama
Robot & Frank,2500000,6250000000000,3325038,85.0,6.8,2012,Science Fiction
The Spectacular Now,2500000,6250000000000,6854611,95.0,6.8,2013,Comedy
Eye of the Dolphin,2500000,6250000000000,71904,100.0,7.1,2007,Drama
Sleep Dealer,2500000,6250000000000,107559,90.0,6.0,2008,Drama
Super,2500000,6250000000000,324138,96.0,6.6,2010,Comedy
Get on the Bus,2400000,5760000000000,5731103,120.0,7.0,1996,Drama
Idiocracy,30000000,900000000000000,495303,84.0,6.3,2006,Adventure
This Is England,2380000,5664400000000,8176544,101.0,7.4,2006,Drama
Bathing Beauty,2361000,5574321000000,6892000,101.0,7.0,1944,Comedy
Show Boat,2300000,5290000000000,11000000,107.0,6.9,1951,Music
Fantasia,2280000,5198400000000,83320000,124.0,7.2,1940,Animation
Friday the 13th Part III,4000000,16000000000000,36690067,95.0,5.7,1982,Horror
Friday the 13th: A New Beginning,2200000,4840000000000,21930418,92.0,5.1,1985,Horror
The Valley of Decision,2160000,4665600000000,9132000,119.0,5.8,1945,Drama
The Best Years of Our Lives,2100000,4410000000000,23650000,172.0,7.6,1946,Drama
Mi America,2100000,4410000000000,3330,126.0,0.0,2015,Drama
